Feature	Frequency
Promoter (1-2kb)	4.51127819548872
Promoter (2-3kb)	4.84544695071011
Promoter (<=1kb)	12.8654970760234
5' UTR	1.00250626566416
3' UTR	3.34168755221387
1st Exon	0.668337510442774
Other Exon	4.67836257309941
1st Intron	4.17710944026734
Other Intron	24.3943191311612
Downstream (<=3kb)	2.84043441938179
Distal Intergenic	36.6750208855472
